user_id,item_id,rating
502,224,10
414,13,8
651,86,10
939,32,10
67,24,5
1189,236,7
345,166,7
47,1,10
1232,41,9
1944,31,7
1202,242,6
1588,26,8
383,335,10
1687,584,6
1373,371,9
781,86,8
94,120,9
632,95,10
73,149,10
1471,226,9
77,118,6
1393,173,9
444,83,10
2107,37,9
503,130,9
356,223,9
795,26,7
938,8,10
2026,213,10
1688,211,10
106,272,9
1591,360,1
1080,301,10
1252,97,10
703,133,9
1858,165,8
703,49,8
1018,27,7
1998,206,10
1687,196,10
1877,7,5
524,401,7
1075,383,10
367,80,10
238,25,10
219,168,8
418,120,6
532,0,10
269,324,7
1025,374,8
2045,58,10
153,168,10
1891,109,5
537,59,10
256,263,9
899,241,8
69,8,10
152,206,10
1648,276,10
858,187,1
912,227,6
435,86,1
513,276,5
704,208,4
1248,272,8
321,380,9
59,0,9
1524,242,8
2030,47,9
645,181,10
1887,100,10
1259,41,8
2076,442,6
1837,220,9
1185,382,10
764,338,9
1258,325,10
2089,168,9
46,238,9
1886,298,10
176,259,9
0,75,6
1066,168,10
474,2,8
1308,7,9
409,86,1
38,214,8
74,119,7
1922,69,10
320,94,10
1213,168,9
964,86,10
1741,315,8
1519,312,8
1016,271,7
91,66,10
1083,41,9
1255,95,9
72,164,10
500,150,10
138,229,9
350,288,10
64,303,3
1705,19,10
1924,87,6
238,43,10
323,155,7
652,182,10
74,121,5
872,138,5
1543,167,10
992,86,7
712,150,7
54,25,9
1008,238,10
1881,379,10
1364,85,7
323,94,9
14,237,8
1109,204,10
21,124,10
35,26,10
1716,30,7
47,86,10
1311,168,10
1346,87,8
821,370,6
872,212,1
793,229,10
1904,206,10
282,263,10
1161,401,8
215,89,10
2035,19,10
1195,255,9
704,202,7
1017,18,10
642,249,8
1113,286,6
1350,87,7
60,53,9
1471,312,9
1399,233,9
1544,341,9
42,199,8
1671,385,8
1357,233,6
821,183,8
648,303,10
333,153,6
175,9,10
22,80,8
1005,12,10
367,12,9
978,153,1
197,84,8
1642,32,4
331,101,10
269,86,9
573,19,10
112,392,3
375,53,9
376,229,8
34,281,1
45,395,1
1105,40,10
573,12,10
93,34,9
1882,441,1
153,121,8
784,89,5
1442,369,10
65,225,10
166,386,8
1250,150,10
271,233,10
89,144,8
340,36,8
153,212,9
91,367,6
635,275,8
386,299,7
1725,94,10
515,229,10
481,371,8
959,89,7
970,371,10
821,377,6
2072,326,6
1628,204,9
1524,206,8
679,7,10
1161,40,7
707,272,8
1764,25,6
77,386,3
642,95,9
1160,307,9
46,233,10
409,253,10
182,2,10
82,60,8
49,21,6
1689,401,10
625,212,9
1978,53,8
39,2,8
158,91,10
697,340,6
955,205,10
164,31,9
994,41,7
212,29,10
1852,18,10
206,97,10
1975,133,9
91,308,9
1215,96,9
222,111,10
1219,242,7
3,170,7
483,360,4
2006,149,7
73,76,10
1456,578,3
912,215,10
1439,185,6
124,493,6
272,29,10
1004,206,9
990,113,7
1572,345,10
93,87,9
1686,2,10
1445,165,10
481,201,8
1524,86,10
1221,95,9
848,370,7
337,49,5
179,100,8
773,206,10
166,234,10
46,340,10
1036,123,10
710,100,10
837,202,1
882,59,8
10,204,3
1526,79,10
1044,126,9
800,15,10
72,440,10
1764,390,5
142,226,7
692,61,10
263,3,10
16,201,10
672,72,8
50,260,10
821,223,9
1142,301,7
263,3,8
1798,206,10
1056,377,7
669,69,10
187,314,10
46,371,1
1088,45,6
1718,344,10
339,95,9
703,371,10
152,32,9
57,224,8
1123,222,9
1096,23,7
1755,227,7
594,232,9
1626,230,9
392,56,10
1952,229,1
1249,212,10
282,220,8
514,117,8
45,405,3
602,206,1
64,223,7
545,206,1
375,208,9
1154,41,1
2026,206,10
288,27,6
237,12,1
814,229,8
1202,377,8
1544,517,4
20,22,8
10,226,10
1437,93,10
512,266,8
1775,537,9
315,168,1
332,212,10
766,45,8
76,147,8
2102,44,7
738,204,10
990,110,7
1110,104,9
1275,229,7
45,424,1
1240,204,10
908,211,10
152,208,7
802,206,10
1471,349,6
72,172,7
1237,29,9
664,87,7
544,72,9
166,206,10
1481,82,7
790,39,8
156,237,10
1884,384,8
369,149,8
1541,71,6
474,377,3
43,61,7
239,148,7
325,204,10
722,202,10
952,389,2
30,359,8
583,95,9
868,12,9
290,150,10
784,259,8
1229,295,9
1061,10,10
432,45,9
306,32,9
1208,59,9
478,9,8
1061,95,10
14,20,7
56,241,1
551,12,10
74,110,7
1932,500,10
416,82,7
994,43,6
1384,147,7
189,309,6
953,19,10
1847,380,9
1512,211,10
635,208,10
1295,215,9
1729,5,10
2001,397,8
788,222,8
1395,334,7
1332,95,10
2049,19,10
313,226,6
1973,276,10
789,43,8
249,206,10
272,206,10
896,95,9
1020,150,10
1591,266,10
988,206,8
89,17,7
75,13,9
1191,226,8
142,72,8
732,27,9
306,12,10
737,214,9
796,95,10
2030,132,8
2047,386,7
736,320,2
2020,253,7
22,150,10
529,211,1
35,383,5
773,9,10
31,16,9
327,211,1
462,242,6
978,194,10
52,306,9
57,254,9
848,205,6
166,96,10
695,18,10
714,87,9
1201,359,8
405,95,5
1237,215,3
280,208,8
465,204,10
1744,59,8
323,217,9
1780,360,7
288,307,9
445,86,10
336,202,10
1777,72,8
1636,61,9
96,79,10
1168,233,10
224,168,8
1483,212,10
1589,79,9
1787,31,9
112,45,9
1132,259,9
323,344,9
696,242,6
707,1,8
578,206,10
1280,359,1
323,80,7
783,100,10
820,12,8
733,31,10
249,0,10
1403,58,9
536,118,7
732,443,6
22,256,6
1735,211,10
1595,170,8
969,206,1
35,25,5
481,343,5
15,87,9
941,334,10
946,58,10
56,278,1
1677,309,9
848,242,8
1001,208,7
473,230,8
544,89,8
62,27,9
538,59,8
2000,168,10
93,68,8
912,424,6
49,168,10
2121,221,1
729,12,10
821,16,8
654,58,9
583,307,7
3,166,1
437,8,8
1381,86,10
578,129,9
186,175,9
1073,331,10
317,60,9
814,3,7
166,56,8
2070,74,3
1700,6,5
1811,130,10
1012,26,9
973,10,8
1369,204,10
701,208,10
1421,89,10
493,59,10
763,119,10
249,247,8
1078,231,5
281,59,10
34,367,5
813,16,8
1289,283,2
1103,4,6
1224,232,10
746,202,10
601,384,7
584,349,8
1500,43,5
337,9,6
1836,349,10
1339,86,10
476,101,9
845,273,7
1588,57,5
997,43,6
784,32,10
1989,351,10
1642,73,6
1683,204,10
1312,272,10
1630,9,7
1471,166,7
772,202,10
1482,41,6
858,202,10
1947,334,7
332,12,10
1113,554,4
209,309,6
20,166,6
1891,271,3
2078,44,7
311,206,10
13,278,8
1031,204,9
306,82,9
413,14,9
2084,36,7
1500,271,6
450,86,10
1048,173,7
1671,373,8
312,41,8
828,134,9
694,26,10
1340,53,6
1860,3,9
242,530,1
1316,89,9
1594,91,9
1281,388,7
705,43,8
409,236,5
192,203,9
1096,97,8
72,401,10
100,35,10
958,29,10
325,309,10
726,70,10
594,404,6
1414,83,9
401,89,8
74,61,9
1469,276,6
347,9,10
317,29,10
959,59,8
2025,53,8
635,276,9
1215,223,8
672,150,7
1063,97,10
204,203,10
43,14,4
531,202,10
1168,175,7
1164,310,7
871,168,10
1770,135,7
933,12,10
1123,445,7
1708,204,10
1241,0,6
765,204,8
763,309,9
197,134,8
2078,241,6
484,2,1
1191,3,10
618,86,10
1350,32,6
1008,206,10
959,233,7
1525,421,8
872,147,9
39,147,8
64,70,3
65,263,9
784,59,6
1440,323,7
1750,58,10
863,0,8
1552,103,7
174,202,10
1883,61,8
196,220,7
1471,402,8
1619,58,7
1964,205,4
941,315,9
414,224,10
865,30,10
968,206,8
622,203,9
651,91,8
596,242,10
320,2,10
1005,88,10
74,72,8
620,172,10
735,100,10
57,148,8
419,71,10
1456,216,7
1713,401,10
1601,334,10
1530,237,9
707,259,9
1528,468,8
1343,31,8
1873,6,10
452,29,10
221,97,10
45,110,1
46,213,1
663,386,7
843,230,1
730,88,10
1553,87,8
23,224,8
153,26,8
1125,211,10
686,79,10
109,3,10
959,476,5
221,209,8
888,71,10
1520,12,7
15,256,10
311,204,10
1343,404,4
322,237,8
480,168,10
2088,462,8
1763,213,10
344,56,8
345,98,10
1056,273,10
867,45,10
607,174,6
1288,23,10
324,202,9
240,12,10
246,165,9
1414,133,5
1555,206,10
506,144,9
390,359,9
1109,59,9
256,383,8
230,219,10
974,206,10
6,12,8
43,3,8
1745,37,4
867,93,10
709,222,9
619,359,10
249,79,10
495,309,10
833,97,8
1564,423,8
1848,14,9
562,12,10
951,206,1
34,31,5
20,307,8
1803,66,7
166,242,8
1655,86,9
609,206,9
140,12,1
1794,12,10
544,16,2
1105,380,10
1450,307,9
113,344,10
52,5,5
381,95,9
966,226,9
1760,23,6
1109,480,10
1016,37,7
241,97,10
1613,206,10
514,464,5
452,59,7
155,59,10
365,211,10
803,100,3
454,215,9
1540,206,10
1422,114,7
1132,322,5
792,202,10
56,209,10
219,96,8
1283,385,9
705,18,10
1572,68,8
770,208,9
1702,415,9
1654,156,9
863,96,8
1648,133,8
28,151,7
1118,309,8
725,168,9
1078,8,9
323,535,6
57,342,10
1565,255,9
94,156,8
321,12,10
1877,476,5
76,168,9
1489,3,9
49,31,8
1577,114,9
1211,97,8
1917,12,10
2123,261,10
449,255,8
804,10,8
891,211,10
305,1,10
1586,264,8
854,297,7
732,35,9
1897,256,6
1274,86,1
43,53,8
1683,150,6
1340,209,9
1530,150,8
856,213,10
671,204,9
45,135,1
2011,173,10
1029,98,10
60,474,8
1809,214,6
620,23,9
426,204,10
1874,206,10
171,309,10
40,7,8
1579,166,6
1342,329,6
2109,61,9
714,309,8
167,84,8
810,12,10
1151,161,8
1158,271,5
639,230,10
48,175,8
367,146,10
249,132,10
216,10,10
1542,71,10
514,463,6
77,67,9
116,222,7
1779,66,3
458,8,9
151,203,9
952,353,4
705,83,9
9,8,10
707,9,8
716,86,8
1280,2,9
1833,93,10
1132,329,8
1237,203,6
1835,317,8
1802,226,10
801,271,8
351,481,7
1215,165,8
862,312,6
895,325,10
404,24,10
386,211,10
815,43,10
1786,517,10
1789,176,1
222,524,10
1433,96,10
443,450,8
166,30,9
415,103,10
1237,223,7
1509,215,9
280,203,10
1641,309,7
12,12,8
1447,12,7
166,12,10
323,96,10
225,12,10
298,202,10
1093,119,10
1750,18,10
97,231,10
89,234,9
166,12,10
2010,72,8
725,311,3
1283,8,8
1000,1,9
422,165,10
1456,341,4
816,61,9
1317,87,8
66,163,8
481,25,7
642,211,10
410,147,7
280,211,10
1289,259,10
1797,104,9
327,83,8
64,56,7
9,45,10
836,46,9
952,121,9
1563,322,3
197,27,7
360,202,8
1610,12,1
1835,237,8
175,96,10
897,231,9
1364,121,7
68,80,9
58,126,8
1463,415,9
1169,233,8
398,45,8
1123,165,9
1057,149,8
1355,88,10
221,61,10
423,120,6
1130,83,10
152,147,10
1595,29,10
725,450,9
1350,309,7
1249,401,9
1538,25,7
1346,445,7
484,77,8
166,211,10
57,10,10
293,231,10
933,375,9
224,203,7
512,86,9
1849,100,10
377,71,7
1156,219,7
1304,206,10
77,72,8
1809,224,10
443,383,7
1838,94,9
101,96,8
977,32,8
1117,232,10
1720,98,10
22,206,10
653,171,10
1315,41,6
712,89,7
1753,351,8
222,108,10
1268,86,10
1416,120,10
588,12,10
1464,362,10
1751,100,10
1533,165,8
153,230,8
24,26,9
445,10,10
290,211,1
1687,12,10
195,323,10
337,234,7
1174,83,10
104,307,10
639,326,10
302,86,7
1621,59,7
1465,87,10
1092,33,10
45,215,2
813,29,2
414,226,9
710,29,10
1589,42,8
1055,100,8
1762,257,8
41,89,10
1293,4,9
402,32,10
751,223,9
952,360,10
33,336,10
821,252,7
349,14,6
1106,196,10
1440,95,7
1036,231,10
996,4,8
1417,369,10
1764,95,8
1343,89,9
137,32,10
483,215,7
1187,31,7
1744,334,7
1685,41,10
761,86,10
1615,204,10
388,150,10
300,226,1
925,224,10
28,287,7
1056,121,9
1237,509,4
1803,104,9
127,97,9
385,140,10
127,194,4
200,41,6
1448,356,9
725,94,7
431,29,10
539,22,8
1195,29,6
481,1,10
1705,12,10
840,307,8
2026,168,9
969,203,1
796,14,8
62,3,8
952,359,8
1514,208,8
767,100,1
1092,53,10
119,149,10
45,112,3
658,83,3
876,79,10
267,232,10
282,204,7
1712,336,5
1610,211,10
280,203,10
1375,233,7
651,32,8
565,371,8
405,1,4
872,234,7
1780,497,5
158,168,10
367,267,9
776,164,7
764,86,10
945,126,8
782,18,10
297,18,10
1991,176,10
549,12,10
95,303,9
229,1,8
815,45,8
2042,53,10
1912,40,8
524,265,7
577,86,9
821,41,8
1279,224,2
1751,309,7
498,168,10
306,19,10
75,385,9
22,18,10
2092,461,7
45,407,4
1280,226,9
202,72,1
71,18,9
1792,18,10
333,214,9
1722,230,10
764,93,10
957,84,5
914,208,8
303,211,10
184,226,10
1202,161,8
679,371,10
721,304,1
728,203,1
197,127,10
699,93,10
890,23,6
1470,150,9
1787,133,8
10,79,9
1238,211,10
1649,216,5
45,208,7
37,182,4
1476,14,10
361,260,9
153,214,6
1011,3,6
1478,176,9
197,249,9
328,95,8
1463,239,8
514,172,6
345,119,10
1453,9,10
1693,476,10
707,86,8
821,330,10
759,238,10
171,8,9
42,6,5
514,434,8
250,202,1
2028,149,4
532,182,7
14,251,9
843,10,3
1578,211,9
933,82,10
720,124,10
1726,211,1
937,12,10
648,72,9
1015,59,10
1268,93,10
2054,150,10
641,232,10
966,9,10
707,98,10
501,12,10
22,187,10
215,211,10
848,124,9
309,71,10
1619,87,10
514,268,9
679,165,10
486,308,10
75,350,9
59,259,9
1247,18,10
690,103,10
1730,61,10
1612,211,10
1575,273,9
781,19,10
131,202,10
413,5,10
969,19,1
1401,233,7
368,104,8
20,116,9
1417,330,6
64,330,5
65,58,9
1185,370,6
79,9,8
2108,87,9
107,309,1
624,254,8
1990,66,7
220,206,10
350,229,8
504,48,8
323,416,5
454,259,9
763,117,5
796,205,10
828,515,10
514,333,9
1643,227,10
1372,210,7
1215,329,7
1893,168,7
567,436,10
707,156,8
14,288,10
209,329,10
1952,26,1
1350,206,6
839,11,10
1363,29,3
1675,34,8
2037,206,10
1355,41,9
1083,39,9
670,12,10
713,164,6
124,302,8
256,309,10
1415,272,10
391,86,10
1808,93,10
405,226,6
1283,225,7
440,18,10
267,56,8
1887,446,10
701,229,9
434,12,10
1830,35,6
2088,130,3
1644,217,1
62,107,6
298,86,10
697,231,8
1703,231,10
61,210,7
1217,213,9
1195,2,10
1946,309,10
249,204,9
1944,96,10
1228,25,8
1530,448,8
316,12,8
1888,100,10
1066,46,10
578,175,1
2047,139,6
42,241,6
804,203,10
1444,3,10
740,100,10
1811,58,10
1250,19,1
366,357,6
910,168,9
1470,166,4
329,214,9
229,233,7
323,242,8
665,206,10
20,325,8
1632,56,8
1789,92,8
531,31,9
648,435,8
267,83,8
1116,45,10
713,94,7
1001,77,8
1971,151,9
97,307,9
1528,341,8
588,203,7
1108,168,10
1160,213,10
648,12,10
1602,214,10
966,150,8
164,450,10
16,10,4
21,60,1
1283,233,9
14,255,9
28,79,10
1728,35,10
743,233,8
1197,309,10
1303,254,10
337,151,8
158,59,9
171,16,10
1408,3,10
1104,234,9
1195,233,10
217,232,9
1592,241,9
197,233,8
2087,231,9
76,5,8
262,79,10
19,87,9
1057,36,8
22,93,9
547,93,10
1639,307,10
1128,224,10
703,156,10
77,166,1
1750,244,8
3,161,4
94,498,9
514,435,7
2090,343,9
1492,12,10
746,206,10
408,58,10
1174,87,1
52,23,10
421,9,10
31,124,9
1132,300,8
876,331,10
1104,500,7
634,64,10
21,232,10
796,167,10
1280,205,8
323,453,9
1161,23,8
73,28,9
413,83,10
72,32,1
1389,382,8
955,242,1
34,90,5
233,20,7
1188,10,2
1437,53,8
466,260,10
273,202,10
245,126,9
321,17,10
1869,168,10
1335,93,10
476,242,7
1161,215,8
1548,172,7
242,88,1
152,214,10
1075,94,5
107,437,10
94,382,7
1176,87,10
806,26,7
2121,404,9
853,18,7
672,161,5
171,95,9
658,98,1
16,305,9
848,86,9
122,212,10
481,72,7
1847,47,6
363,3,10
1214,167,10
216,232,9
1667,240,10
413,56,10
481,150,6
409,19,10
239,61,6
323,423,8
72,391,9
1147,206,1
305,168,10
1847,7,7
93,211,9
707,221,7
1428,137,10
22,87,10
982,175,9
1496,41,10
2060,32,8
225,72,9
238,204,10
840,206,9
1786,276,10
1011,88,8
1104,227,8
564,340,8
1280,428,9
1945,59,9
1703,34,8
419,12,10
273,230,9
1014,149,9
1974,168,9
1831,211,10
1678,163,10
872,49,9
239,29,6
1492,116,9
679,206,10
323,84,8
1479,206,10
62,312,6
639,204,10
1202,413,8
510,214,10
611,79,10
611,214,10
2049,35,8
880,211,10
1503,215,10
1687,348,8
1172,415,10
1140,204,1
385,26,10
12,28,10
1993,314,5
247,202,10
1490,464,9
635,331,9
1069,29,10
1425,86,10
861,40,8
1153,39,10
454,116,10
636,226,10
819,168,9
1168,73,9
539,367,8
1013,29,10
873,176,5
704,30,7
1002,216,10
299,0,10
217,2,9
1601,86,10
478,168,8
1280,206,9
1042,59,9
1439,377,9
804,88,8
184,150,10
1589,43,10
1031,224,10
72,342,3
1552,127,7
1536,212,9
1625,138,9
1407,86,1
1737,41,6
379,202,10
854,12,8
692,210,7
1593,140,9
1762,31,9
1695,237,8
803,57,4
1091,8,9
1631,78,6
1074,12,9
317,68,5
904,87,10
454,14,8
1888,404,8
792,45,8
1936,201,10
1281,47,8
679,204,10
1186,61,9
946,528,2
1139,203,9
2083,99,7
1883,86,5
221,82,8
1581,13,8
229,124,9
52,446,7
1154,86,6
1388,575,7
1197,165,10
2070,26,9
1805,87,10
318,229,9
228,41,9
377,149,9
484,138,6
803,54,5
1837,3,9
509,206,7
1900,12,8
952,116,9
64,265,8
1255,36,10
1887,45,10
1202,78,7
1168,222,9
1474,212,9
1776,181,7
713,69,7
474,27,6
1092,277,10
344,217,7
474,96,5
1058,9,10
1471,206,9
20,168,10
476,35,9
1831,206,10
1669,12,8
10,202,10
1492,86,9
666,29,9
1930,95,6
748,83,10
453,56,10
1213,274,7
1289,59,10
57,275,7
138,214,9
2083,290,6
323,354,5
514,340,9
514,12,5
1447,12,10
516,225,10
2106,18,10
804,9,8
40,11,9
472,43,8
1151,4,9
801,12,10
773,12,10
1935,122,10
1329,428,4
2045,255,8
904,479,9
1290,206,10
178,18,10
323,512,8
776,206,10
664,230,9
1281,344,8
229,100,7
2006,517,7
615,41,10
925,121,5
651,133,7
314,97,9
611,93,10
552,29,7
514,34,9
846,221,8
820,9,9
72,91,10
781,257,7
1843,132,9
1217,329,7
230,1,10
1080,225,10
350,163,5
1153,57,6
627,330,8
64,256,6
143,29,8
410,29,10
1199,183,1
463,202,10
2062,59,10
1471,148,4
309,56,9
415,2,7
1037,273,10
105,204,1
657,171,10
43,24,5
1580,171,4
35,238,8
1266,88,10
66,168,9
494,202,3
1640,25,10
876,281,10
929,484,8
260,202,7
305,205,10
1202,431,8
1983,149,10
1698,206,10
166,26,10
1001,69,6
166,208,7
698,217,1
0,9,9
465,161,8
1701,9,9
450,9,8
538,208,7
616,18,9
52,284,8
1217,350,9
1091,9,10
1988,245,9
956,71,10
1967,272,7
216,202,6
1066,127,10
793,215,10
110,342,8
713,29,8
45,77,1
826,309,8
798,79,8
704,330,6
1540,206,10
1449,9,10
1227,87,6
624,104,8
851,149,9
22,93,10
975,86,10
1350,242,7
1240,167,10
562,74,10
1760,229,9
514,241,8
1424,206,10
1624,86,10
1237,356,5
627,212,9
1649,480,6
1282,460,10
929,0,9
716,12,10
52,319,4
1237,161,1
182,79,10
57,92,9
37,64,7
56,310,10
884,206,10
2088,218,7
2087,230,10
974,1,10
224,5,7
2034,165,9
1466,317,8
1245,91,7
2051,41,10
2070,19,9
1728,219,9
1138,87,1
269,390,8
253,59,10
1213,83,10
1864,12,10
662,211,10
152,266,8
1377,71,9
493,390,3
882,155,1
1913,85,10
366,31,3
1343,42,6
547,206,1
1082,223,10
969,12,1
1279,309,9
1213,97,10
1392,226,8
1742,104,8
1075,68,8
1360,226,10
153,202,10
73,140,10
35,319,8
761,72,10
337,182,7
1844,335,8
1877,6,9
18,312,7
64,247,7
890,66,10
1233,213,10
209,98,10
476,97,10
481,357,7
481,329,7
22,335,10
579,206,10
740,295,9
337,369,7
323,8,9
269,124,9
205,214,10
1312,232,10
462,226,9
416,226,7
20,115,7
1213,211,9
1889,298,8
620,423,8
446,97,10
620,381,7
297,20,10
460,233,1
483,222,10
1045,231,8
990,211,10
1222,255,6
1401,204,9
15,95,7
229,204,10
1497,263,10
335,34,10
663,521,8
487,206,10
413,19,10
64,82,6
153,12,10
674,83,10
122,239,9
62,267,5
13,77,8
817,259,7
1291,204,10
166,86,10
952,244,10
529,225,10
952,329,8
821,404,2
1208,5,8
1016,422,7
1296,204,1
1314,379,10
623,147,10
424,206,10
803,148,2
91,129,7
716,265,10
444,216,8
1238,9,10
732,22,6
1142,238,9
431,83,10
1470,307,9
186,176,10
64,240,7
882,126,10
1345,212,10
64,202,9
347,86,10
121,40,10
576,202,10
244,172,8
311,67,10
1331,34,10
2077,86,10
512,18,8
1222,94,9
1529,211,1
323,388,7
483,81,5
1587,91,7
1283,311,1
596,254,10
923,77,10
781,107,7
1431,309,3
2022,206,9
189,9,10
1422,231,8
660,32,9
540,202,10
11,90,8
1132,199,9
146,226,10
436,165,10
57,0,10
2019,219,10
486,0,10
460,89,1
605,230,10
564,204,8
1933,96,8
351,76,3
1237,100,6
1909,148,9
1741,55,8
1866,245,8
1350,263,7
104,168,1
249,7,10
112,371,7
753,86,10
45,32,5
52,84,8
868,86,10
89,260,7
1013,154,8
2,96,9
912,94,9
284,204,10
1572,232,10
1227,0,10
919,87,8
2055,56,10
1923,87,10
685,167,10
525,36,10
790,150,7
1280,212,9
305,324,10
1339,12,10
732,25,8
