user_id,item_id,test_id
72,467,815
280,86,816
256,95,817
1366,30,818
690,138,819
473,226,820
112,463,821
902,93,822
1549,59,823
1444,309,824
72,53,825
91,124,826
1029,256,827
1471,415,828
1193,18,829
1950,199,830
620,2,831
1588,461,832
45,369,833
1108,91,834
1483,59,835
2038,180,836
62,307,837
1577,91,838
1366,110,839
337,241,840
1229,70,841
1218,96,842
188,34,843
1782,84,844
14,276,845
89,287,846
3,143,847
267,144,848
477,224,849
1979,9,850
1552,247,851
20,113,852
1280,86,853
1281,24,854
1648,182,855
1875,175,856
1239,35,857
1459,45,858
1127,92,859
1096,360,860
1056,161,861
1221,0,862
1762,388,863
332,416,864
3,134,865
1594,221,866
908,93,867
1731,29,868
1186,126,869
782,335,870
149,46,871
750,71,872
225,83,873
656,93,874
483,29,875
272,219,876
848,225,877
1140,239,878
1144,242,879
2044,43,880
32,240,881
488,12,882
1379,254,883
35,272,884
646,232,885
850,96,886
828,155,887
495,18,888
707,29,889
168,211,890
327,100,891
479,56,892
1811,93,893
750,97,894
1021,319,895
946,497,896
743,265,897
2021,214,898
166,97,899
413,71,900
1578,204,901
964,140,902
675,206,903
481,306,904
56,4,905
39,12,906
79,216,907
1471,518,908
370,202,909
736,206,910
475,86,911
692,173,912
36,379,913
1777,196,914
1634,208,915
205,150,916
1471,444,917
635,402,918
635,287,919
1783,3,920
978,521,921
1539,242,922
1794,86,923
2095,214,924
158,232,925
474,315,926
762,34,927
256,212,928
890,415,929
1551,341,930
912,98,931
43,41,932
424,19,933
217,18,934
758,153,935
1517,29,936
898,203,937
94,386,938
35,376,939
194,45,940
1703,204,941
679,176,942
1354,266,943
1047,248,944
1090,238,945
1041,206,946
820,221,947
422,202,948
971,85,949
1231,214,950
961,314,951
112,404,952
1755,87,953
669,53,954
1283,205,955
280,29,956
263,61,957
1987,264,958
379,12,959
152,232,960
106,203,961
740,20,962
784,124,963
844,266,964
1878,412,965
1782,31,966
1221,29,967
313,18,968
990,421,969
1564,214,970
2025,84,971
350,261,972
388,95,973
1059,165,974
514,502,975
648,121,976
323,442,977
781,287,978
1274,41,979
162,203,980
524,150,981
679,176,982
1593,153,983
49,137,984
813,448,985
2096,30,986
988,168,987
13,204,988
231,19,989
1522,355,990
1900,95,991
1351,309,992
796,100,993
651,144,994
2018,11,995
1281,55,996
1085,18,997
19,104,998
1056,263,999
74,2,1000
191,58,1001
829,177,1002
1051,203,1003
481,175,1004
1402,211,1005
1654,428,1006
692,123,1007
1283,320,1008
573,98,1009
337,112,1010
692,153,1011
761,341,1012
466,110,1013
417,88,1014
821,241,1015
883,307,1016
1003,105,1017
22,94,1018
458,89,1019
1443,30,1020
388,18,1021
7,212,1022
45,201,1023
72,144,1024
22,255,1025
763,263,1026
1638,226,1027
269,77,1028
166,148,1029
2050,211,1030
1636,100,1031
18,147,1032
2116,207,1033
2070,208,1034
1717,79,1035
269,395,1036
427,18,1037
828,330,1038
465,60,1039
1283,325,1040
418,121,1041
43,426,1042
57,446,1043
230,87,1044
1664,122,1045
1219,241,1046
980,206,1047
1763,95,1048
418,83,1049
747,150,1050
593,168,1051
41,151,1052
1478,336,1053
604,87,1054
996,80,1055
1537,301,1056
1046,277,1057
64,17,1058
1730,97,1059
45,162,1060
478,203,1061
43,369,1062
1099,64,1063
280,86,1064
868,12,1065
712,36,1066
1645,208,1067
35,113,1068
1264,215,1069
1732,98,1070
1132,345,1071
428,208,1072
36,105,1073
476,309,1074
1618,6,1075
2076,288,1076
1028,318,1077
1133,2,1078
367,4,1079
461,224,1080
1723,3,1081
1112,80,1082
1403,161,1083
862,71,1084
941,29,1085
821,96,1086
684,214,1087
230,12,1088
337,117,1089
1768,127,1090
446,16,1091
1560,370,1092
186,16,1093
1831,12,1094
778,98,1095
1742,294,1096
309,304,1097
803,180,1098
888,149,1099
848,436,1100
394,434,1101
51,109,1102
483,12,1103
667,338,1104
188,330,1105
1870,6,1106
690,265,1107
45,339,1108
1079,100,1109
717,206,1110
1440,34,1111
1999,10,1112
1082,79,1113
1368,69,1114
1257,573,1115
779,172,1116
1588,72,1117
481,412,1118
878,72,1119
824,206,1120
725,82,1121
38,8,1122
984,204,1123
786,232,1124
1845,3,1125
94,48,1126
969,204,1127
1755,23,1128
1945,79,1129
789,202,1130
1798,93,1131
1102,309,1132
1369,39,1133
74,173,1134
34,226,1135
93,17,1136
58,49,1137
1312,144,1138
367,264,1139
934,216,1140
329,72,1141
1293,86,1142
149,32,1143
445,180,1144
413,398,1145
1205,216,1146
267,175,1147
986,203,1148
421,203,1149
1324,94,1150
185,202,1151
2136,352,1152
64,89,1153
747,204,1154
1061,172,1155
504,226,1156
295,211,1157
458,103,1158
199,147,1159
1132,415,1160
508,231,1161
743,79,1162
840,59,1163
481,204,1164
444,206,1165
451,15,1166
1280,215,1167
141,211,1168
684,168,1169
62,262,1170
72,13,1171
522,165,1172
947,39,1173
379,12,1174
805,168,1175
269,348,1176
538,132,1177
1437,176,1178
1229,10,1179
278,206,1180
120,61,1181
707,224,1182
1109,180,1183
1035,204,1184
1025,376,1185
657,380,1186
1038,206,1187
2083,422,1188
1047,1,1189
1603,150,1190
272,12,1191
751,385,1192
1256,259,1193
94,457,1194
2019,211,1195
189,300,1196
136,34,1197
84,215,1198
465,445,1199
414,87,1200
1227,297,1201
363,496,1202
1162,153,1203
1476,25,1204
424,259,1205
1283,10,1206
1159,18,1207
701,86,1208
153,86,1209
581,122,1210
1055,19,1211
1283,86,1212
580,109,1213
766,93,1214
442,168,1215
352,12,1216
335,3,1217
666,232,1218
783,69,1219
49,255,1220
444,168,1221
1184,204,1222
446,356,1223
248,11,1224
393,97,1225
47,86,1226
635,98,1227
1673,254,1228
341,93,1229
45,109,1230
306,112,1231
1386,233,1232
1978,383,1233
1033,0,1234
499,407,1235
1687,118,1236
573,204,1237
595,206,1238
28,319,1239
2013,41,1240
2057,231,1241
803,30,1242
598,86,1243
1944,46,1244
898,86,1245
565,230,1246
409,48,1247
1465,117,1248
863,19,1249
1135,6,1250
325,30,1251
1109,363,1252
1696,108,1253
659,202,1254
116,9,1255
1460,86,1256
1852,211,1257
763,30,1258
1283,5,1259
821,156,1260
1061,97,1261
1606,100,1262
648,61,1263
413,49,1264
24,83,1265
1563,298,1266
43,269,1267
14,137,1268
1161,6,1269
222,89,1270
1113,270,1271
1400,344,1272
1072,12,1273
27,30,1274
413,168,1275
0,49,1276
851,29,1277
325,43,1278
892,203,1279
337,180,1280
606,45,1281
732,10,1282
1440,71,1283
1180,206,1284
43,66,1285
1416,18,1286
43,167,1287
117,87,1288
1347,445,1289
700,380,1290
1564,271,1291
2080,222,1292
461,165,1293
290,206,1294
20,87,1295
812,204,1296
952,87,1297
43,427,1298
298,35,1299
62,6,1300
328,100,1301
395,226,1302
1819,93,1303
45,285,1304
256,167,1305
91,88,1306
75,43,1307
480,233,1308
1479,34,1309
350,266,1310
892,1,1311
1799,71,1312
746,206,1313
1085,9,1314
1114,204,1315
1537,45,1316
1075,79,1317
692,211,1318
1572,227,1319
1035,89,1320
1739,206,1321
1544,502,1322
74,231,1323
381,202,1324
1644,10,1325
1696,8,1326
22,212,1327
246,12,1328
2030,267,1329
20,117,1330
561,29,1331
1202,320,1332
619,273,1333
197,140,1334
888,150,1335
266,211,1336
1584,41,1337
993,117,1338
269,309,1339
1504,242,1340
1893,168,1341
1096,163,1342
959,72,1343
1606,18,1344
1093,226,1345
77,40,1346
337,420,1347
166,93,1348
2047,354,1349
897,330,1350
1120,98,1351
785,19,1352
1109,324,1353
808,18,1354
1408,41,1355
1375,221,1356
1227,173,1357
476,388,1358
89,153,1359
1842,180,1360
2028,128,1361
115,206,1362
215,202,1363
44,401,1364
1283,73,1365
11,259,1366
955,88,1367
14,285,1368
2140,277,1369
1069,96,1370
1183,39,1371
305,307,1372
1530,95,1373
2030,434,1374
1671,97,1375
952,24,1376
603,300,1377
57,468,1378
1089,88,1379
64,79,1380
323,394,1381
598,148,1382
113,225,1383
249,89,1384
642,323,1385
476,214,1386
371,86,1387
75,206,1388
970,9,1389
1999,214,1390
791,301,1391
305,12,1392
806,168,1393
37,82,1394
30,17,1395
2129,466,1396
1430,89,1397
1248,206,1398
473,215,1399
61,28,1400
302,204,1401
1863,61,1402
474,56,1403
2088,341,1404
764,206,1405
1526,237,1406
272,271,1407
478,100,1408
1513,29,1409
1637,204,1410
94,314,1411
872,169,1412
115,18,1413
392,168,1414
367,296,1415
518,61,1416
1788,42,1417
835,93,1418
1789,149,1419
47,60,1420
656,211,1421
526,7,1422
59,25,1423
1953,29,1424
1171,12,1425
370,311,1426
1295,69,1427
388,204,1428
328,233,1429
148,209,1430
1564,221,1431
642,48,1432
1097,97,1433
988,301,1434
802,37,1435
1045,211,1436
1441,242,1437
46,70,1438
2066,86,1439
1339,8,1440
842,304,1441
474,8,1442
1113,152,1443
73,61,1444
1742,11,1445
1131,214,1446
1013,273,1447
509,212,1448
91,41,1449
2070,206,1450
165,219,1451
240,2,1452
2059,118,1453
267,43,1454
313,203,1455
854,212,1456
75,98,1457
122,93,1458
613,213,1459
1449,371,1460
1710,206,1461
408,430,1462
848,93,1463
821,2,1464
872,23,1465
648,39,1466
424,132,1467
725,343,1468
1605,56,1469
1529,10,1470
1594,124,1471
620,205,1472
1070,153,1473
2062,86,1474
1648,312,1475
417,233,1476
575,12,1477
969,18,1478
647,222,1479
44,150,1480
1492,431,1481
875,296,1482
400,203,1483
1096,41,1484
409,231,1485
1955,29,1486
166,8,1487
175,168,1488
2024,197,1489
2051,405,1490
1695,309,1491
1186,124,1492
1780,35,1493
204,206,1494
794,150,1495
1211,322,1496
333,96,1497
634,80,1498
418,42,1499
197,95,1500
1350,79,1501
341,0,1502
718,140,1503
1201,69,1504
572,330,1505
1078,25,1506
1471,104,1507
1202,461,1508
1501,212,1509
299,206,1510
1881,385,1511
1153,97,1512
35,83,1513
1242,211,1514
913,0,1515
809,20,1516
1582,377,1517
1865,100,1518
854,175,1519
166,512,1520
1496,229,1521
510,86,1522
1146,59,1523
35,210,1524
793,86,1525
856,67,1526
8,2,1527
1281,124,1528
246,241,1529
181,79,1530
314,202,1531
1979,182,1532
94,390,1533
1300,7,1534
1110,12,1535
1471,150,1536
245,231,1537
1280,415,1538
578,398,1539
158,319,1540
60,160,1541
711,43,1542
290,382,1543
93,1,1544
583,39,1545
707,77,1546
316,411,1547
691,232,1548
1346,405,1549
846,30,1550
366,22,1551
1009,175,1552
976,203,1553
1889,221,1554
2043,336,1555
7,28,1556
579,231,1557
325,12,1558
1103,10,1559
952,196,1560
1230,206,1561
1334,7,1562
406,34,1563
70,232,1564
224,10,1565
1109,446,1566
782,10,1567
861,329,1568
1668,59,1569
1343,192,1570
1281,222,1571
34,237,1572
742,315,1573
120,86,1574
640,235,1575
1171,86,1576
2002,229,1577
1045,9,1578
349,203,1579
217,43,1580
851,264,1581
1671,241,1582
157,109,1583
1249,29,1584
2100,206,1585
57,112,1586
1104,162,1587
97,45,1588
849,86,1589
1080,34,1590
270,203,1591
706,219,1592
197,59,1593
1081,9,1594
209,206,1595
546,338,1596
1274,124,1597
470,10,1598
319,80,1599
493,226,1600
344,230,1601
166,402,1602
847,229,1603
1789,68,1604
228,97,1605
16,148,1606
446,301,1607
328,18,1608
210,59,1609
685,83,1610
397,124,1611
1132,495,1612
509,202,1613
36,69,1614
151,203,1615
1464,414,1616
1577,86,1617
1653,18,1618
1078,61,1619
52,312,1620
1877,45,1621
391,222,1622
51,41,1623
1202,476,1624
1497,372,1625
14,100,1626
92,307,1627
984,150,1628
22,79,1629
913,23,1630
1961,29,1631
1684,428,1632
1137,2,1633
1202,82,1634
732,7,1635
176,93,1636
152,252,1637
865,359,1638
1132,171,1639
269,412,1640
522,212,1641
1621,66,1642
799,131,1643
1914,8,1644
1958,32,1645
1279,242,1646
427,56,1647
2117,209,1648
89,235,1649
2072,330,1650
286,153,1651
1183,257,1652
850,203,1653
1523,41,1654
752,224,1655
1486,180,1656
1641,204,1657
142,206,1658
68,469,1659
135,124,1660
732,446,1661
1147,150,1662
1344,206,1663
1463,336,1664
221,59,1665
1181,304,1666
1777,56,1667
524,1,1668
63,211,1669
2108,242,1670
92,12,1671
1668,222,1672
1920,12,1673
758,43,1674
407,219,1675
712,30,1676
481,126,1677
288,14,1678
1780,92,1679
899,204,1680
1454,101,1681
359,1,1682
1879,168,1683
1234,27,1684
732,459,1685
1466,374,1686
1934,87,1687
20,266,1688
1321,239,1689
781,126,1690
1007,216,1691
970,243,1692
153,203,1693
474,176,1694
1058,242,1695
2127,45,1696
366,18,1697
1512,9,1698
18,310,1699
1988,148,1700
1486,53,1701
1752,86,1702
1147,18,1703
74,167,1704
1158,301,1705
1215,254,1706
639,41,1707
15,123,1708
859,232,1709
1802,93,1710
1444,205,1711
427,86,1712
344,45,1713
223,278,1714
165,117,1715
65,162,1716
939,19,1717
199,221,1718
89,148,1719
52,171,1720
988,180,1721
382,0,1722
1160,83,1723
1342,319,1724
1432,97,1725
705,144,1726
2045,150,1727
729,265,1728
18,203,1729
1748,242,1730
1296,19,1731
982,269,1732
171,270,1733
875,24,1734
427,12,1735
11,248,1736
40,226,1737
646,53,1738
145,341,1739
483,48,1740
1035,0,1741
1204,60,1742
270,168,1743
1303,206,1744
1129,40,1745
838,209,1746
326,91,1747
890,452,1748
1337,215,1749
1012,12,1750
1604,211,1751
1866,227,1752
64,369,1753
2123,323,1754
199,202,1755
15,153,1756
8,153,1757
188,41,1758
64,19,1759
504,214,1760
862,98,1761
91,211,1762
77,494,1763
1467,150,1764
1306,59,1765
47,203,1766
93,271,1767
1257,87,1768
933,78,1769
862,277,1770
506,60,1771
1103,61,1772
349,211,1773
280,12,1774
782,12,1775
1208,0,1776
260,130,1777
712,100,1778
1393,83,1779
1185,108,1780
55,12,1781
480,371,1782
429,9,1783
1526,476,1784
1202,389,1785
221,204,1786
275,202,1787
1447,204,1788
269,378,1789
323,488,1790
1558,114,1791
195,216,1792
64,326,1793
1770,507,1794
9,3,1795
526,256,1796
40,28,1797
290,225,1798
504,180,1799
101,56,1800
291,6,1801
22,12,1802
413,93,1803
1022,401,1804
52,162,1805
127,304,1806
1847,173,1807
267,386,1808
245,211,1809
882,12,1810
985,87,1811
1517,98,1812
1908,95,1813
42,226,1814
267,253,1815
741,202,1816
267,207,1817
804,205,1818
660,150,1819
446,84,1820
620,374,1821
833,219,1822
1886,322,1823
1706,165,1824
930,204,1825
22,56,1826
130,202,1827
1687,291,1828
500,207,1829
94,78,1830
0,70,1831
697,168,1832
473,206,1833
1997,214,1834
1677,55,1835
1279,227,1836
45,298,1837
1381,100,1838
14,101,1839
306,119,1840
1170,18,1841
11,151,1842
765,334,1843
703,311,1844
43,340,1845
1693,12,1846
178,150,1847
1314,98,1848
676,130,1849
1050,203,1850
11,103,1851
1653,32,1852
45,229,1853
10,12,1854
1531,204,1855
116,301,1856
219,157,1857
391,229,1858
1143,204,1859
1027,231,1860
1516,263,1861
595,212,1862
323,14,1863
522,202,1864
200,165,1865
601,220,1866
105,211,1867
256,213,1868
1008,242,1869
914,204,1870
1802,83,1871
1415,11,1872
1872,322,1873
1165,226,1874
306,203,1875
1058,233,1876
195,56,1877
43,5,1878
1767,148,1879
545,12,1880
1182,12,1881
1459,61,1882
651,9,1883
559,203,1884
655,127,1885
1722,211,1886
1886,58,1887
1200,331,1888
725,0,1889
529,202,1890
438,34,1891
82,219,1892
641,168,1893
1115,150,1894
601,96,1895
152,226,1896
1790,94,1897
71,143,1898
225,43,1899
2048,206,1900
1503,385,1901
494,9,1902
1303,333,1903
2102,62,1904
2132,87,1905
729,86,1906
160,30,1907
1793,173,1908
384,41,1909
1376,270,1910
126,211,1911
221,168,1912
39,164,1913
732,39,1914
47,259,1915
1061,6,1916
1760,304,1917
1349,229,1918
569,233,1919
294,226,1920
784,204,1921
46,123,1922
1787,45,1923
459,34,1924
64,161,1925
1176,325,1926
469,34,1927
1630,83,1928
1308,83,1929
127,153,1930
49,210,1931
2018,360,1932
1353,9,1933
99,32,1934
694,203,1935
2027,572,1936
2008,29,1937
1506,205,1938
679,242,1939
52,295,1940
326,56,1941
65,133,1942
40,239,1943
1251,0,1944
952,317,1945
74,309,1946
1397,150,1947
1151,89,1948
196,135,1949
45,434,1950
1746,70,1951
1002,158,1952
952,198,1953
743,94,1954
514,2,1955
771,215,1956
535,202,1957
484,224,1958
307,232,1959
406,67,1960
107,208,1961
476,53,1962
40,166,1963
663,182,1964
1792,60,1965
22,216,1966
337,26,1967
512,203,1968
1167,168,1969
1346,189,1970
1025,208,1971
1268,32,1972
229,150,1973
10,93,1974
35,11,1975
1983,72,1976
802,66,1977
1471,70,1978
757,371,1979
1739,234,1980
952,9,1981
68,79,1982
22,19,1983
1029,214,1984
704,34,1985
546,140,1986
1232,72,1987
1808,55,1988
45,8,1989
919,36,1990
899,97,1991
643,79,1992
1882,262,1993
1892,418,1994
1742,384,1995
836,27,1996
31,12,1997
2122,70,1998
790,32,1999
941,203,2000
697,212,2001
1049,82,2002
1109,39,2003
119,105,2004
1321,233,2005
639,371,2006
1283,58,2007
1633,61,2008
1492,395,2009
2109,323,2010
821,359,2011
1515,165,2012
323,111,2013
605,71,2014
1963,32,2015
2018,64,2016
398,25,2017
323,529,2018
1206,206,2019
1343,367,2020
1789,253,2021
1771,330,2022
1767,16,2023
3,195,2024
