SessionId,ItemId,Time
20,68,1614600015.434
20,6418,1614600130.618
21,78,1619659490.905
21,78,1619659574.66
21,451,1619659605.994
22,79,1610171612.001
22,81,1610171648.132
22,79,1610171683.493
22,80,1610171711.209
22,2364,1610171743.729
23,82,1613259919.369
23,3489,1613259984.179
24,83,1621778812.984
24,84,1621778830.721
24,7353,1621779107.791
25,85,1603945428.521
25,4848,1603945466.758
26,88,1609398641.334
26,86,1609398724.751
26,89,1609398799.871
26,87,1609398819.59
26,2782,1609398869.417
27,91,1621674640.5
27,91,1621674665.424
27,90,1621674704.347
27,6629,1621674725.513
28,92,1615248534.859
28,3210,1615248541.962
29,93,1590308477.215
29,7108,1590308709.226
30,94,1581245351.79
30,95,1581245679.36
30,935,1581245734.822
31,96,1602296572.591
31,3883,1602299356.955
32,102,1592290141.498
32,100,1592290149.619
32,97,1592290162.413
32,99,1592290198.679
32,101,1592290272.755
32,103,1592290319.874
32,98,1592290339.899
32,4731,1592290452.4
33,104,1587046776.521
33,3937,1587046918.682
34,108,1602418911.92
34,106,1602418919.964
34,107,1602418933.904
34,105,1602418941.912
34,3355,1602419573.762
35,111,1596788018.191
35,110,1596788037.863
35,109,1596788238.29
35,3485,1596788561.746
36,113,1610764644.271
36,112,1610764858.673
36,8107,1610765140.394
37,114,1578485279.419
37,655,1578485476.071
38,117,1619749157.151
38,115,1619749212.607
38,116,1619749282.526
38,118,1619749591.215
38,616,1619749681.66
39,4,1619919429.531
39,119,1619919619.868
39,3205,1619919726.237
40,123,1601000173.451
40,122,1601000232.246
40,128,1601000434.688
40,126,1601000543.577
40,121,1601000570.395
40,127,1601000644.643
40,124,1601000688.877
40,120,1601000866.919
40,125,1601000914.289
40,986,1601001352.301
41,129,1602239033.298
41,1756,1602239120.391
42,131,1606433000.742
42,130,1606433032.346
42,644,1606433157.283
43,133,1594782003.057
43,132,1594782048.826
43,2897,1594782236.768
44,134,1607683213.195
44,134,1607683281.16
44,135,1607683326.142
44,2147,1607683354.164
45,150,1592197187.858
45,143,1592197243.705
45,136,1592197264.712
45,137,1592197277.421
45,145,1592197331.391
45,151,1592197352.452
45,138,1592197444.062
45,153,1592197494.62
45,142,1592197508.662
45,148,1592197542.537
45,149,1592197613.373
45,141,1592197664.674
45,140,1592197691.974
45,150,1592197767.96
45,142,1592197859.993
45,144,1592197885.219
45,147,1592197905.49
45,152,1592198109.625
45,139,1592198173.879
45,148,1592198196.828
45,146,1592198207.93
45,1301,1592198226.751
46,155,1589266677.657
46,155,1589266696.455
46,154,1589266718.181
46,1492,1589266766.553
47,156,1584147151.248
47,157,1584147189.764
47,6548,1584147204.44
48,165,1605351982.386
48,162,1605352804.691
48,162,1605352841.149
48,160,1605352945.998
48,163,1605353218.689
48,161,1605354371.63
48,164,1605354701.414
48,159,1605354753.405
48,158,1605354796.132
48,2641,1605354907.863
49,166,1613522626.434
49,233,1613522691.674
50,167,1619218091.087
50,171,1619218395.771
50,173,1619218495.093
50,168,1619218515.225
50,170,1619218558.104
50,172,1619218576.154
50,169,1619218612.276
50,167,1619218624.499
50,604,1619218675.912
51,175,1598699802.13
51,175,1598699803.548
51,175,1598699809.789
51,175,1598699840.875
51,175,1598699863.073
51,175,1598699870.046
51,174,1598700019.537
51,174,1598700028.375
51,5237,1598700045.461
52,176,1581335756.208
52,1088,1581335787.006
53,177,1598260239.517
53,2508,1598260304.827
54,182,1600319440.797
54,179,1600319823.233
54,180,1600319850.059
54,181,1600319919.635
54,178,1600319964.544
54,185,1600321565.322
54,184,1600321590.911
54,184,1600321769.962
54,186,1600321869.698
54,187,1600321916.812
54,183,1600322018.084
54,6080,1600322078.921
55,188,1621555363.797
55,189,1621555401.912
55,1970,1621555420.719
56,194,1597547910.664
56,196,1597548018.836
56,198,1597548159.955
56,197,1597548315.091
56,192,1597548399.364
56,102,1597548420.525
56,190,1597548434.122
56,42,1597548530.17
56,193,1597549176.693
56,191,1597549354.991
56,195,1597549638.983
56,85,1597549681.877
56,1789,1597549757.113
57,200,1614826891.366
57,199,1614826918.648
57,1867,1614850692.632
58,201,1616369683.84
58,5905,1616369808.172
59,202,1582419281.001
59,204,1582419547.92
59,203,1582419572.484
59,203,1582419615.597
59,1686,1582462644.714
60,206,1608809721.162
60,205,1608810009.759
60,3192,1608810161.03
61,117,1580716664.678
61,207,1580716689.219
61,3422,1580716741.22
62,208,1584787360.684
62,5474,1584787573.127
63,209,1621746430.952
63,211,1621746475.125
63,210,1621746621.729
63,3234,1621746652.563
64,212,1602741415.138
64,212,1602741442.849
64,925,1602741476.278
65,214,1613721465.37
65,213,1613721639.806
65,3046,1613721664.628
66,215,1619996591.68
66,217,1619996979.473
66,216,1619997008.536
66,215,1619997189.972
66,1543,1620028689.081
67,218,1599123398.885
67,6959,1599123483.47
68,219,1611650847.957
68,220,1611650872.477
68,961,1611650892.602
69,221,1599703053.825
69,1780,1599703088.693
70,222,1608330572.944
70,669,1608330624.116
71,224,1618364024.684
71,223,1618364117.499
71,223,1618365212.267
71,2180,1618366025.124
72,227,1619428880.547
72,227,1619428892.075
72,226,1619428915.057
72,225,1619429048.496
72,226,1619434546.946
72,231,1619434678.514
72,226,1619434680.42
72,232,1619436255.569
72,230,1619436372.809
72,228,1619436555.591
72,229,1619436779.411
72,780,1619437004.967
73,233,1614607434.413
73,2132,1614607477.814
74,235,1603871511.954
74,236,1603871616.755
74,234,1603871641.168
74,234,1603871883.353
74,609,1603871985.712
75,237,1607314273.898
75,238,1607314371.944
75,79,1607314435.658
76,243,1598697574.456
76,242,1598697638.592
76,240,1598697719.059
76,241,1598697777.195
76,245,1598698153.691
76,240,1598698186.894
76,239,1598698357.774
76,244,1598698435.566
76,240,1598698848.579
76,240,1598699296.474
76,240,1598699867.55
76,240,1598699880.881
76,6690,1598701239.021
77,248,1591100189.829
77,246,1591100252.929
77,247,1591100619.653
77,4794,1591100656.963
78,254,1619092694.344
78,250,1619092800.814
78,253,1619092887.277
78,251,1619092917.641
78,249,1619092923.157
78,252,1619092949.392
78,5423,1619093038.3
79,258,1600469783.638
79,259,1600469808.314
79,255,1600469867.337
79,264,1600469949.316
79,256,1600469985.967
79,256,1600470022.525
79,262,1600470034.211
79,257,1600470077.821
79,260,1600470088.882
79,261,1600470240.579
79,261,1600470290.526
79,265,1600470430.577
79,263,1600471024.711
79,263,1600471135.082
79,4204,1600471215.224
80,268,1622278242.246
80,267,1622278281.565
80,266,1622278315.805
80,5200,1622278340.697
81,269,1592003957.487
81,4676,1592003969.195
82,271,1618448632.868
82,270,1618448647.542
82,118,1618448699.198
82,3873,1618448724.018
83,279,1590414340.704
83,272,1590414377.325
83,277,1590414407.805
83,275,1590414426.05
83,275,1590414479.089
83,280,1590414516.04
83,276,1590414550.186
83,281,1590414646.067
83,278,1590414778.571
83,273,1590414961.591
83,194,1590415138.662
83,274,1590415213.097
83,274,1590415229.629
83,1699,1590415269.977
84,283,1606426438.494
84,285,1606426558.46
84,282,1606426596.704
84,284,1606426667.204
84,286,1606426743.914
84,287,1606426902.992
84,6887,1606426929.699
85,288,1601951118.801
85,288,1601951137.033
85,5905,1601951192.734
86,294,1608306911.295
86,289,1608341016.33
86,292,1608341026.266
86,292,1608342245.292
86,295,1608342255.54
86,290,1608342337.909
86,293,1608342357.897
86,291,1608342425.169
86,296,1608342449.486
86,1810,1608342961.887
87,298,1614525634.696
87,298,1614525646.686
87,297,1614525685.321
87,297,1614525712.638
87,878,1614525874.378
88,299,1602505308.471
88,300,1602505340.289
88,1160,1602505355.83
89,301,1607167462.594
89,303,1607172560.115
89,303,1607172586.151
89,301,1607172694.129
89,304,1607172729.666
89,302,1607172768.693
89,302,1607172799.162
89,4876,1607172941.177
90,305,1614915440.228
90,305,1614915540.526
90,5306,1614915567.502
91,306,1607167118.474
91,3851,1607167131.506
92,309,1622167373.688
92,308,1622167401.664
92,307,1622167405.966
92,310,1622167426.479
92,1812,1622167476.077
93,249,1618274348.032
93,311,1618274563.614
93,312,1618274614.771
93,778,1618274925.832
94,313,1591673233.844
94,3688,1591673274.857
95,314,1588194346.073
95,2973,1588194421.79
96,315,1609730508.972
96,316,1609730548.436
96,838,1609730646.55
97,317,1588118886.655
97,4660,1588118950.073
98,318,1586988318.17
98,3746,1586988354.148
99,319,1594289856.29
99,2441,1594289885.398
100,322,1595343701.286
100,321,1595344000.776
100,320,1595344082.811
100,5565,1595344580.809
101,141,1590750904.005
101,325,1590750920.297
101,326,1590750986.141
101,324,1590751026.382
101,324,1590751048.864
101,324,1590751050.715
101,323,1590751073.461
101,327,1590751089.49
101,1027,1590751113.386
102,329,1584155154.216
102,328,1584155321.675
102,4234,1584155346.921
103,337,1601373085.574
103,346,1601373142.219
103,337,1601373151.33
103,330,1601373224.978
103,331,1601373269.1
103,348,1601373282.907
103,341,1601373304.547
103,345,1601373315.287
103,335,1601373413.519
103,344,1601373424.503
103,333,1601373429.69
103,332,1601373452.83
103,339,1601374201.417
103,334,1601374241.191
103,340,1601374251.796
103,349,1601374276.855
103,342,1601374614.644
103,343,1601374678.469
103,347,1601382962.4
103,336,1601382993.141
103,338,1601383026.558
103,6524,1601383058.715
104,350,1583731958.519
104,245,1583732894.322
105,355,1614595408.714
105,351,1614595423.946
105,353,1614595428.457
105,352,1614595761.709
105,352,1614595811.777
105,354,1614595842.977
105,4310,1614595876.475
106,356,1601160863.646
106,4041,1601160883.124
107,217,1608962566.802
107,3059,1608962599.584
108,359,1590362277.254
108,358,1590362363.282
108,357,1590362415.025
108,4870,1590362441.066
109,362,1593063206.116
109,362,1593063297.033
109,360,1593073259.44
109,361,1593082110.592
109,363,1593082563.077
109,683,1593082727.21
110,367,1619072378.004
110,369,1619072940.244
110,364,1619072982.273
110,365,1619073177.466
110,366,1619073200.426
110,368,1619073275.532
110,3669,1619073362.838
111,370,1600748780.708
111,1364,1600748896.073
112,372,1621927745.767
112,371,1621929882.941
112,7034,1621929957.922
113,126,1609131417.759
113,380,1609131496.175
113,378,1609131526.556
113,382,1609131571.895
113,375,1609131652.92
113,383,1609131672.512
113,374,1609131691.241
113,377,1609131743.899
113,384,1609131759.259
113,373,1609131846.239
113,379,1609131993.424
113,385,1609132014.843
113,376,1609132076.03
113,42,1609132092.594
113,381,1609132382.137
113,128,1609132738.135
113,571,1609132830.903
114,391,1587838441.722
114,391,1587838552.227
114,394,1587838618.421
114,389,1587838644.053
114,391,1587838688.856
114,393,1587838707.362
114,386,1587838755.638
114,391,1587838792.785
114,386,1587838829.135
114,388,1587838848.178
114,390,1587838865.399
114,388,1587838886.675
114,387,1587839155.777
114,388,1587839315.85
114,261,1587839463.854
114,392,1587839858.287
114,392,1587839927.049
114,4590,1587840165.421
115,397,1614791005.279
115,395,1614791033.474
115,396,1614791079.845
115,1551,1614791103.022
116,404,1596858571.617
116,410,1596858625.174
116,403,1596858737.617
116,406,1596858764.773
116,408,1596858801.501
116,415,1596858848.303
116,413,1596858887.143
116,401,1596858902.692
116,405,1596858980.072
116,414,1596859145.58
116,399,1596859200.302
116,278,1596859268.009
116,409,1596859430.623
116,398,1596859554.747
116,187,1596859624.156
116,412,1596859730.923
116,402,1596859877.199
116,411,1596860010.888
116,400,1596860129.721
116,407,1596860181.208
116,255,1596860302.96
117,416,1592037820.309
117,6275,1592037942.357
118,418,1601408317.261
118,417,1601408320.662
118,421,1601409397.248
118,419,1601409430.579
118,420,1601409456.986
118,422,1601409962.923
118,5193,1601409980.068
119,423,1615289034.001
119,1522,1615289079.49
120,424,1601722009.737
120,425,1601722066.392
120,1432,1601722102.016
121,434,1590363295.073
121,433,1590363310.729
121,437,1590363327.909
121,430,1590363344.325
121,436,1590363359.676
121,427,1590363395.905
121,426,1590363413.087
121,428,1590363433.44
121,431,1590363449.392
121,411,1590363464.376
121,432,1590363513.976
121,429,1590363561.295
121,435,1590363621.934
121,937,1590363688.675
122,67,1607908247.771
122,443,1607908252.717
122,439,1607908280.003
122,445,1607947537.861
122,438,1607947834.495
122,67,1607947888.852
122,441,1607947899.864
122,442,1607947989.401
122,440,1607948008.641
122,444,1607948050.16
122,3969,1607948102.591
123,446,1592545582.411
123,3365,1592545593.247
124,447,1620968673.298
124,1014,1620969263.611
125,448,1611358775.545
125,449,1611358812.157
125,2945,1611358851.941
126,450,1618043476.863
126,450,1618043538.974
126,451,1618043614.911
126,6255,1618043624.444
127,452,1619383284.268
127,3075,1619383293.596
128,455,1601513939.182
128,453,1601513951.985
128,163,1601513960.409
128,454,1601533838.71
128,453,1601533859.944
128,455,1601533865.936
128,1520,1601533892.54
129,462,1621643590.68
129,465,1621643795.98
129,464,1621646244.215
129,461,1621646254.085
129,461,1621646419.759
129,463,1621646471.999
129,460,1621646492.481
129,466,1621646535.616
129,456,1621646690.534
129,458,1621646698.144
129,467,1621646708.781
129,457,1621646719.876
129,459,1621646791.903
129,3955,1621646860.947
130,468,1591845996.951
130,2907,1591846143.517
131,470,1619009802.214
131,471,1619009853.047
131,470,1619009883.325
131,472,1619009932.493
131,117,1619010630.249
131,469,1619010660.964
131,1708,1619010670.038
132,473,1601948793.191
132,344,1601948881.217
133,474,1617782678.848
133,737,1617782835.784
134,476,1619426250.599
134,475,1619428035.698
134,215,1619428152.677
134,477,1619428606.925
134,250,1619428646.008
134,475,1619428794.635
134,554,1619428947.995
135,479,1601339415.966
135,479,1601339547.586
135,479,1601350717.558
135,492,1601350879.583
135,495,1601351112.305
135,502,1601351155.185
135,499,1601351172.384
135,494,1601351214.906
135,495,1601351219.165
135,500,1601351274.094
135,504,1601351321.983
135,483,1601351417.995
135,500,1601351440.653
135,481,1601351523.824
135,499,1601351548.528
135,481,1601351570.175
135,480,1601351654.632
135,503,1601351942.149
135,478,1601352001.256
135,501,1601352029.004
135,495,1601352081.375
135,490,1601371379.36
135,493,1601371391.847
135,252,1601371627.173
135,487,1601371663.298
135,496,1601371694.49
135,485,1601372129.501
135,486,1601372186.767
135,497,1601372229.88
135,489,1601372294.071
135,498,1601372323.188
135,484,1601372658.192
135,494,1601372760.781
135,482,1601372815.277
135,488,1601372870.792
135,491,1601372888.773
135,483,1601372951.523
135,2376,1601372956.635
136,506,1605010369.239
136,505,1605011107.307
136,506,1605011131.832
136,1745,1605011634.133
137,508,1606462127.93
137,509,1606462213.411
137,507,1606462259.06
137,509,1606464575.733
137,1013,1606464632.141
138,510,1598778238.175
138,4512,1598778251.497
139,511,1602500372.464
139,4797,1602500382.662
140,45,1587360828.548
140,2803,1587360975.126
141,513,1618268565.874
141,512,1618290582.68
141,613,1618290895.335
142,515,1599789025.688
142,514,1599789087.193
142,901,1599789150.984
143,520,1589477758.732
143,525,1589477801.981
143,524,1589477857.25
143,523,1589486709.407
143,516,1589486722.969
143,518,1589486778.116
143,519,1589486792.981
143,521,1589486911.569
143,517,1589486936.998
143,522,1589487095.388
143,348,1589537862.801
144,526,1600323858.496
144,8167,1600323864.362
145,527,1620569263.469
145,6630,1620569969.95
146,529,1621751617.996
146,529,1621751648.309
146,528,1621751751.677
146,472,1621751772.867
147,38,1580901905.981
147,3422,1580901984.326
148,530,1586227558.179
148,7906,1586227616.9
149,531,1619773280.88
149,5850,1619773330.017
150,532,1608953024.562
150,2506,1608953230.623
151,533,1619068234.674
151,5755,1619068255.744
152,534,1578554749.633
152,1146,1578554753.103
153,535,1617167423.137
153,5866,1617167547.815
154,536,1617413479.829
154,677,1617413501.331
155,537,1583190563.786
155,538,1583190590.948
155,539,1583190600.742
155,1134,1583190612.949
156,541,1621385155.608
156,543,1621385309.405
156,307,1621385343.139
156,307,1621385448.887
156,542,1621385458.099
156,541,1621385476.601
156,540,1621385499.007
156,1343,1621385536.898
157,544,1619259543.669
157,253,1619259589.326
158,545,1597618444.081
158,1624,1597618472.435
159,546,1589252959.703
159,6695,1589253010.663
160,547,1602661526.659
160,547,1602666726.473
160,894,1602666943.079
161,548,1601376753.474
161,549,1601376958.57
161,3759,1601377064.732
162,551,1616817292.25
162,550,1616817296.278
162,17,1616817364.308
162,2252,1616817394.358
163,555,1606914047.018
163,553,1606914117.619
163,552,1606914218.077
163,554,1606914237.858
163,556,1606915137.858
163,245,1606915159.328
164,557,1583020500.787
164,557,1583020627.886
164,1219,1583020809.693
165,217,1614529798.815
165,2435,1614529835.192
166,558,1612171506.105
166,559,1612171521.208
166,560,1612171528.531
166,474,1612171682.734
166,555,1612171756.526
166,681,1612171776.349
167,586,1601125760.767
167,568,1601125900.165
167,566,1601125981.14
167,572,1601126163.255
167,584,1601126243.481
167,564,1601126275.102
167,564,1601126306.504
167,564,1601126335.401
167,567,1601126367.829
167,126,1601126412.68
167,571,1601126457.749
167,571,1601126470.399
167,577,1601126633.252
167,579,1601126662.339
167,126,1601126721.663
167,126,1601126756.275
167,580,1601126779.999
167,562,1601126847.666
167,576,1601126886.95
167,578,1601127017.908
167,565,1601127163.351
167,564,1601127220.046
167,126,1601127306.786
167,561,1601127385.705
167,573,1601127512.9
167,582,1601127527.877
167,569,1601127596.858
167,575,1601127669.814
167,583,1601127785.998
167,574,1601127837.417
167,568,1601127868.545
167,570,1601127961.409
167,568,1601128213.611
167,581,1601128265.145
167,585,1601128329.132
167,563,1601128413.422
167,1424,1601128679.653
168,141,1592803840.959
168,587,1592803868.165
168,326,1592803982.609
168,588,1592804016.385
168,587,1592804024.155
168,587,1592804086.004
168,758,1592804092.032
169,590,1606462206.393
169,591,1606462230.83
169,593,1606462316.526
169,594,1606462450.649
169,592,1606463094.473
169,595,1606463304.216
169,589,1606463319.198
169,5985,1606463348.911
170,600,1599555565.962
170,596,1599555712.323
170,599,1599555719.559
170,598,1599555777.967
170,597,1599555851.027
170,599,1599555907.751
170,5398,1599555928.455
171,610,1621403643.953
171,601,1621403699.31
171,608,1621403762.069
171,606,1621403806.511
171,168,1621403959.713
171,604,1621403990.351
171,605,1621404155.806
171,602,1621404221.269
171,602,1621404323.092
171,607,1621404364.962
171,609,1621404423.629
171,603,1621404549.089
171,1997,1621405260.568
172,611,1586493094.139
172,611,1586496091.388
172,612,1586496116.972
172,409,1586496149.07
173,614,1620774267.723
173,616,1620774284.586
173,613,1620774353.04
173,615,1620774478.982
173,1882,1620774509.588
174,617,1614456644.972
174,618,1614457227.77
174,619,1614457253.192
174,7273,1614457265.515
175,384,1606544585.189
175,384,1606544700.221
175,621,1606544826.864
175,621,1606545062.839
175,623,1606545172.128
175,622,1606545351.913
175,620,1606545436.175
175,7462,1606545469.604
176,625,1590478193.486
176,626,1590478213.414
176,624,1590478236.621
176,212,1590478261.979
176,212,1590481815.503
176,2141,1590481828.735
177,627,1610933573.354
177,6815,1610933611.758
178,628,1621493567.433
178,629,1621493580.297
178,628,1621493593.068
178,630,1621493627.49
178,1987,1621493638.1
179,636,1612570657.418
179,635,1612570953.762
179,634,1612573461.708
179,632,1612578406.37
179,633,1612578525.521
179,637,1612580139.191
179,377,1612580919.945
179,631,1612581005.172
179,782,1612585825.895
180,639,1604643519.104
180,639,1604643803.874
180,640,1604643830.991
180,638,1604647962.558
180,639,1604648012.958
180,384,1604648207.917
181,642,1606642314.189
181,641,1606642458.831
181,754,1606642477.66
182,643,1587637397.43
182,6086,1587637458.286
183,646,1600865952.484
183,647,1600865978.468
183,648,1600865989.811
183,645,1600866005.556
183,631,1600866026.779
183,644,1600866082.844
183,644,1600866174.559
183,5986,1600866487.011
184,659,1580700286.312
184,649,1580700363.055
184,655,1580700460.797
184,655,1580700546.57
184,655,1580700554.306
184,656,1580701412.401
184,650,1580704207.255
184,653,1580704328.752
184,654,1580704340.094
184,658,1580704359.324
184,651,1580704388.369
184,652,1580704449.05
184,657,1580704811.557
184,651,1580704932.793
184,651,1580705123.706
184,1575,1580705154.783
185,661,1602812296.076
185,660,1602812379.213
185,580,1602812454.511
185,662,1602812587.233
185,576,1602812630.864
186,252,1600052291.81
186,667,1600052302.224
186,663,1600052332.407
186,663,1600052385.061
186,666,1600089056.898
186,663,1600089086.676
186,666,1600089131.387
186,425,1600089173.683
186,664,1600089205.432
186,665,1600089214.648
186,2564,1600089281.056
187,678,1621717833.027
187,671,1621718017.904
187,675,1621718033.896
187,669,1621718315.503
187,672,1621718409.895
187,670,1621718411.643
187,669,1621718414.387
187,679,1621718456.887
187,677,1621718467.464
187,674,1621718469.338
187,680,1621718470.934
187,245,1621718476.696
187,676,1621718481.443
187,679,1621718495.276
187,682,1621718498.543
187,286,1621718504.571
187,681,1621718514.163
187,673,1621718518.769
187,668,1621718639.178
187,4626,1621718654.25
188,360,1588577289.781
188,683,1588577336.094
188,361,1588577347.107
188,360,1588578203.547
188,2714,1588578240.652
189,684,1617791773.648
189,232,1617791947.688
190,688,1610792796.569
190,687,1610792903.139
190,685,1610793285.574
190,689,1610793309.193
190,685,1610793345.936
190,686,1610793386.954
190,631,1610793841.694
191,691,1591002622.776
191,690,1591002677.557
191,5654,1591003604.208
192,692,1594318598.853
192,693,1594318913.044
192,4599,1594318918.182
193,624,1588282920.631
193,694,1588283011.669
193,316,1588283045.72
193,1210,1588283130.211
194,695,1612695766.532
194,2513,1612699398.836
195,696,1591868405.619
195,697,1591869655.304
195,4046,1591869733.135
196,698,1605595773.269
196,705,1605595790.517
196,703,1605595794.81
196,704,1605595807.399
196,699,1605595844.606
196,702,1605595860.656
196,700,1605595977.222
196,706,1605595992.877
196,700,1605596011.222
196,701,1605596117.17
196,324,1605596161.727
196,555,1605596208.565
197,315,1606570919.946
197,707,1606571037.352
197,1398,1606571731.032
198,710,1606513569.387
198,709,1606538862.519
198,708,1606538897.258
198,7298,1606538973.165
199,36,1615770340.693
199,972,1615770347.0
200,694,1602387032.869
200,1005,1602387063.863
201,48,1616038352.773
201,711,1616038709.5
201,712,1616038722.212
201,751,1616038919.192
202,713,1608855949.328
202,714,1608855969.776
202,2541,1608856013.538
203,721,1596612091.003
203,724,1596612116.965
203,376,1596612144.683
203,718,1596612241.502
203,717,1596612382.472
203,715,1596612802.869
203,719,1596612847.116
203,723,1596612869.197
203,720,1596613022.463
203,716,1596613481.137
203,722,1596613505.142
203,4008,1596613523.72
204,727,1617236500.16
204,726,1617236531.768
204,725,1617236577.072
204,725,1617236639.912
204,2925,1617236658.623
205,732,1598915795.11
205,731,1598915834.018
205,728,1598929671.44
205,729,1598929687.844
205,730,1598929989.556
205,2064,1598930161.195
206,733,1621423285.83
206,83,1621423289.565
206,5229,1621423292.38
207,743,1616401729.731
207,740,1616401750.251
207,740,1616401854.341
207,746,1616401919.102
207,745,1616402077.884
207,738,1616402184.329
207,212,1616402201.044
207,212,1616402280.328
207,741,1616402291.731
207,494,1616402321.199
207,736,1616402331.017
207,736,1616402350.506
207,740,1616402377.283
207,494,1616402433.374
207,734,1616402602.312
207,735,1616402664.072
207,739,1616402696.377
207,745,1616402775.024
207,742,1616402922.527
207,742,1616402962.097
207,737,1616403214.338
207,737,1616403245.149
207,737,1616403286.977
207,744,1616403358.95
207,212,1616403376.112
207,740,1616403524.768
207,740,1616403534.097
207,212,1616403554.963
207,494,1616403578.514
207,747,1616403597.818
207,489,1616403625.529
207,838,1616403869.874
208,748,1591342015.344
208,821,1591342041.269
209,749,1590531312.468
209,150,1590531500.809
210,750,1615804993.178
210,751,1615805049.587
210,752,1615805071.81
210,6202,1615805226.047
211,753,1610701842.563
211,1688,1610701868.394
212,754,1606882421.847
212,1742,1606882431.341
213,588,1601192651.568
213,757,1601192671.927
213,493,1601192718.718
213,758,1601192817.084
213,553,1601192935.756
213,245,1601192966.765
213,755,1601193051.054
213,756,1601193089.395
213,354,1601193150.135
214,759,1616897812.852
214,4744,1616897963.44
215,248,1583199219.576
215,762,1583199224.545
215,760,1583199253.462
215,764,1583199262.245
215,766,1583199276.818
215,761,1583199288.832
215,763,1583199324.917
215,765,1583199340.271
215,7095,1583199392.738
216,769,1616896887.185
216,773,1616897016.599
216,771,1616897063.149
216,768,1616897269.09
216,752,1616904551.704
216,770,1616904579.197
216,544,1616905712.72
216,772,1616905758.987
216,397,1616905779.45
216,775,1616905877.266
216,774,1616905894.166
216,189,1616905978.087
216,767,1616906030.717
216,777,1616906065.179
216,776,1616906141.969
216,778,1616906214.309
216,4697,1616906513.597
217,779,1617414511.396
217,780,1617414552.383
217,4201,1617414871.293
218,626,1603279259.044
218,781,1603279274.946
218,785,1603279288.663
218,754,1603279303.913
218,783,1603279361.6
218,782,1603279368.087
218,754,1603279540.422
218,787,1603279547.924
218,784,1603279554.546
218,786,1603279563.348
218,4459,1603279664.659
219,788,1580710347.285
219,790,1580710929.68
219,794,1580710945.122
219,789,1580711351.407
219,791,1580712021.41
219,793,1580712613.778
219,792,1580713783.423
219,7397,1580713808.122
220,797,1591221774.497
220,332,1591221784.577
220,798,1591221790.193
220,799,1591221796.454
220,795,1591221811.78
220,802,1591221819.134
220,796,1591221827.974
220,800,1591221848.158
220,801,1591221857.503
220,3352,1591221872.114
221,803,1614332467.459
221,4710,1614332535.719
222,547,1594982565.28
222,810,1594982611.722
222,808,1594982739.047
222,809,1594982770.373
222,812,1594982911.023
222,806,1594983022.518
222,804,1594983030.658
222,811,1594983216.976
222,805,1594985823.28
222,807,1594985892.637
222,496,1594986627.305
222,547,1594987145.826
222,805,1594987703.289
222,765,1594987714.981
223,813,1621509632.73
223,813,1621509643.283
223,814,1621509778.833
223,7597,1621509827.812
224,817,1618304713.007
224,816,1618304840.996
224,815,1618304956.011
224,371,1618305286.631
224,818,1618305430.474
224,815,1618305453.973
224,778,1618305470.942
225,820,1582593463.682
225,821,1582593486.044
225,819,1582594753.719
225,7982,1582596292.773
